Country name,time,value
Afghanistan,2013,0.463922923921
Angola,2013,0.529679232293
Albania,2013,0.732245477933
Andorra,2013,0.8435047215889999
United Arab Emirates,2013,0.833227460053
Argentina,2013,0.8327731061210001
Armenia,2013,0.730918878745
Antigua and Barbuda,2013,0.781373347707
Australia,2013,0.9333891906280001
Austria,2013,0.884233628163
Azerbaijan,2013,0.748917885709
Burundi,2013,0.39747556785599997
Belgium,2013,0.8881174711830001
Benin,2013,0.477375985968
Burkina Faso,2013,0.396161649002
Bangladesh,2013,0.566710137659
Bulgaria,2013,0.779237808342
Bahrain,2013,0.8213277711939999
Bahamas,2013,0.786010342833
Bosnia and Herzegovina,2013,0.729300826586
Belarus,2013,0.796089327086
Belize,2013,0.714505261865
Bolivia,2013,0.6580290725169999
Brazil,2013,0.751501161235
Barbados,2013,0.785144975282
Brunei Darussalam,2013,0.852479999453
Bhutan,2013,0.595083903091
Botswana,2013,0.6956899164839999
Central African Republic,2013,0.34768469295500004
Canada,2013,0.91202864155
Switzerland,2013,0.928311941063
Chile,2013,0.83001776359
China,2013,0.723307842091
Ivory Coast,2013,0.457962127606
Cameroon,2013,0.506989591902
Democratic Republic of the Congo,2013,0.429571550198
Congo,2013,0.58180786352
Colombia,2013,0.717919923329
Comoros,2013,0.50125038005
Cape Verde,2013,0.643370659421
Costa Rica,2013,0.763789281258
Cuba,2013,0.767925565812
Cyprus,2013,0.849723262077
Czech Republic,2013,0.8680575133409999
Germany,2013,0.915162282896
Djibouti,2013,0.467595465977
Dominica,2013,0.722512009575
Denmark,2013,0.922809360089
Dominican Republic,2013,0.710733181895
Algeria,2013,0.7336218235259999
Ecuador,2013,0.729706478343
Egypt,2013,0.6887024252509999
Eritrea,2013,0.390486743727
Spain,2013,0.874257413636
Estonia,2013,0.858617735319
Ethiopia,2013,0.435969917408
Finland,2013,0.882037875284
Fiji,2013,0.724447764705
France,2013,0.887026303035
Micronesia,2013,0.638700337693
Gabon,2013,0.678956383529
United Kingdom,2013,0.902098367569
Georgia,2013,0.750118116538
Ghana,2013,0.577077817208
Guinea,2013,0.410923943402
Gambia,2013,0.441735249986
Guinea-Bissau,2013,0.41835610001
Equatorial Guinea,2013,0.584233318648
Greece,2013,0.8634268295569999
Grenada,2013,0.741769628829
Guatemala,2013,0.626153221521
Guyana,2013,0.633607141523
Hong Kong,2013,0.9077994075040001
Honduras,2013,0.60425733928
Croatia,2013,0.817146149867
Haiti,2013,0.48130839734700004
Hungary,2013,0.8253705637190001
Indonesia,2013,0.681055140949
India,2013,0.603978231174
Ireland,2013,0.912306299306
Iran,2013,0.7641376059739999
Iraq,2013,0.6569994348179999
Iceland,2013,0.899399484377
Israel,2013,0.89257998808
Italy,2013,0.87318896787
Jamaica,2013,0.7173872355040001
Jordan,2013,0.74751804698
Japan,2013,0.8900963435700001
Kazakhstan,2013,0.7850414007109999
Kenya,2013,0.544349479534
Kyrgyzstan,2013,0.652077281703
Cambodia,2013,0.5502450388669999
Kiribati,2013,0.588490925564
Saint Kitts and Nevis,2013,0.746921439833
Republic of Korea,2013,0.8953839577689999
Kuwait,2013,0.815771294265
Lao,2013,0.5699015736940001
Lebanon,2013,0.7675443071770001
Liberia,2013,0.424285425602
Libya,2013,0.7378783832790001
Saint Lucia,2013,0.7294069602869999
Liechtenstein,2013,0.9069967426719999
Sri Lanka,2013,0.7522321865270001
Lesotho,2013,0.493895508141
Lithuania,2013,0.8371340785600001
Luxembourg,2013,0.890070136593
Latvia,2013,0.8157561009540001
Morocco,2013,0.626252232671
Moldova,2013,0.689800166265
Madagascar,2013,0.508257937323
Maldives,2013,0.702882902176
Mexico,2013,0.754718613124
Macedonia,2013,0.744475224826
Mali,2013,0.415801080361
Malta,2013,0.8370448022579999
Myanmar,2013,0.531363517261
Montenegro,2013,0.8008609039069999
Mongolia,2013,0.72214761278
Mozambique,2013,0.412548680665
Mauritania,2013,0.50353723776
Mauritius,2013,0.7746975618170001
Malawi,2013,0.438773546738
Malaysia,2013,0.776725975942
Namibia,2013,0.625194152013
Niger,2013,0.344636591495
Nigeria,2013,0.510491513229
Nicaragua,2013,0.628390644882
Netherlands,2013,0.9204423194410001
Norway,2013,0.9423219834029999
Nepal,2013,0.542909467343
New Zealand,2013,0.911315877261
Oman,2013,0.79158720597
Pakistan,2013,0.5357967752699999
Panama,2013,0.7765771699349999
Peru,2013,0.731923005943
Philippines,2013,0.6635265252979999
Palau,2013,0.775151468129
Papua New Guinea,2013,0.50278045952
Poland,2013,0.839926109403
Portugal,2013,0.828074598622
Paraguay,2013,0.676926097536
Palestine,2013,0.679245426121
Qatar,2013,0.848793858708
Romania,2013,0.790759488415
Russia,2013,0.7973693286310001
Rwanda,2013,0.478595995132
Saudi Arabia,2013,0.835554485781
Sudan,2013,0.47737096717
Senegal,2013,0.46317846427500003
Singapore,2013,0.9091466425299999
Solomon Islands,2013,0.505274442382
Sierra Leone,2013,0.408249948949
El Salvador,2013,0.6642747119169999
Serbia,2013,0.7709206006300001
South Sudan,2013,0.46061508676299995
Sao Tome and Principe,2013,0.553309048965
Suriname,2013,0.7127706633319999
Slovakia,2013,0.839491735939
Slovenia,2013,0.878008419319
Sweden,2013,0.90517229581
Swaziland,2013,0.530195833733
Seychelles,2013,0.7674650670700001
Syrian Arab Republic,2013,0.608008830536
Chad,2013,0.388489138476
Togo,2013,0.473310644136
Thailand,2013,0.724367254614
Tajikistan,2013,0.620981949546
Turkmenistan,2013,0.68202294691
Timor-Leste,2013,0.60076613287
Tonga,2013,0.7155601774079999
Trinidad and Tobago,2013,0.7705446092739999
Tunisia,2013,0.7198484531139999
Turkey,2013,0.758957870756
Tanzania,2013,0.515919700457
Uganda,2013,0.478427928105
Ukraine,2013,0.745682565197
Uruguay,2013,0.790285458698
United States of America,2013,0.913139787821
Uzbekistan,2013,0.672240760282
Saint Vincent and the Grenadines,2013,0.717366971039
Venezuela,2013,0.7640674714769999
Vietnam,2013,0.6628149158
Vanuatu,2013,0.592024523806
Samoa,2013,0.700527744963
Yemen,2013,0.497846874305
South Africa,2013,0.662944355491
Zambia,2013,0.580214244316
Zimbabwe,2013,0.50078229111
